index,Unnamed: 0,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
90,90,Stormo,Delle Nostre Vite Appese,14,"['italian emo', 'italian hardcore', 'italian post-hardcore']",D҉E҉S҉P҉A҉I҉R҉,0.1404494382022472,0.9756369911684093,0,-4.812,1,0.2736077481840194,7.600413281759357e-06,0.9015228426395938,0.6811182701758218,0.2174637907679483,0.27320626276378496,5fZzVh0zWOh5bDH9bcWZrO,spotify:track:5fZzVh0zWOh5bDH9bcWZrO,https://api.spotify.com/v1/tracks/5fZzVh0zWOh5bDH9bcWZrO,https://api.spotify.com/v1/audio-analysis/5fZzVh0zWOh5bDH9bcWZrO,129384,4,3
100,100,"Dream, Ivory","Dream, Ivory",65,"['indie pop', 'modern dream pop']",deal with reality,0.5269662921348315,0.5645112171353162,1,-4.829,1,0.008128675198893119,0.07991826533629114,0.33604060913705586,0.05427541771322487,0.18099406064395124,0.42292035398230093,6Hzle86uYcpy3QkcCmMKgE,spotify:track:6Hzle86uYcpy3QkcCmMKgE,https://api.spotify.com/v1/tracks/6Hzle86uYcpy3QkcCmMKgE,https://api.spotify.com/v1/audio-analysis/6Hzle86uYcpy3QkcCmMKgE,188266,4,3
102,102,Desire,Under Your Spell,58,['canadian electropop'],🪀,0.5494382022471911,0.7259161506446046,8,-6.264,1,0.027845036319612583,0.10843236536297088,0.917766497461929,0.09031342142623128,0.41961029488381785,0.32416609938733826,2cSRuejq6DU9U6OkSmUw17,spotify:track:2cSRuejq6DU9U6OkSmUw17,https://api.spotify.com/v1/tracks/2cSRuejq6DU9U6OkSmUw17,https://api.spotify.com/v1/audio-analysis/2cSRuejq6DU9U6OkSmUw17,296016,4,3
103,103,Descendents,Days Are Blood,10,"['melodic hardcore', 'punk', 'skate punk']",D҉E҉S҉P҉A҉I҉R҉,0.41910112359550566,0.7391127804283829,2,-13.233,1,0.06918021445866482,0.49297110868051836,0.8741116751269035,0.10232608933056678,0.22892570594977596,0.46854322668481957,0JXgUS2YH2kmVeyWKM21CF,spotify:track:0JXgUS2YH2kmVeyWKM21CF,https://api.spotify.com/v1/tracks/0JXgUS2YH2kmVeyWKM21CF,https://api.spotify.com/v1/audio-analysis/0JXgUS2YH2kmVeyWKM21CF,471267,4,3
104,104,David Bowie,Heroes - 2017 Remaster,76,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",london calling,0.47528089887640457,0.7573850370520759,7,-6.491,1,0.010204081632653059,0.0006791877903185936,0.4974619289340101,0.0783007535218958,0.4331561946441596,0.3688835942818243,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4,3
117,117,Queens of the Stone Age,You Can't Quit Me Baby,42,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",bassbassbassbassbass,0.2696629213483146,0.7655060399959395,10,-6.104,1,0.030785195434105843,0.02218725295833035,0.8852791878172588,0.13399585016926938,0.5456913618839221,0.761204901293397,6n4a5O61MnE5m5XmagEJOP,spotify:track:6n4a5O61MnE5m5XmagEJOP,https://api.spotify.com/v1/tracks/6n4a5O61MnE5m5XmagEJOP,https://api.spotify.com/v1/audio-analysis/6n4a5O61MnE5m5XmagEJOP,396747,4,3
120,120,Yeah Yeah Yeahs,Maps,67,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",march '22,0.4898876404494382,0.943152979392955,7,-5.194,1,0.08267035627810446,0.00034585394493628083,0.32385786802030453,0.5817407447854102,0.10909659268521413,0.4210959836623553,0hDQV9X1Da5JrwhK8gu86p,spotify:track:0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/tracks/0hDQV9X1Da5JrwhK8gu86p,https://api.spotify.com/v1/audio-analysis/0hDQV9X1Da5JrwhK8gu86p,219987,4,3
121,121,ISIDE,Paradiso,20,"['bergamo indie', 'italian indie pop', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.5966292134831461,0.6518119987818496,6,-10.178,0,0.1034244206157039,0.0026289899822838077,0.3299492385786802,0.35568417604018776,0.29248723559445655,0.4023485364193328,3xoTmAPceMAHGRFe9HKV4m,spotify:track:3xoTmAPceMAHGRFe9HKV4m,https://api.spotify.com/v1/tracks/3xoTmAPceMAHGRFe9HKV4m,https://api.spotify.com/v1/audio-analysis/3xoTmAPceMAHGRFe9HKV4m,215195,4,3
138,138,King Krule,Emergency Blimp,41,['uk alternative pop'],november '22,0.5168539325842697,0.9898487463201706,7,-4.735,1,0.09425804219993081,0.02570131458133666,0.9238578680203046,0.09358960358195914,0.49671772428884026,0.5584138869979578,1FzQj7p44P22hpuyjKFlkU,spotify:track:1FzQj7p44P22hpuyjKFlkU,https://api.spotify.com/v1/tracks/1FzQj7p44P22hpuyjKFlkU,https://api.spotify.com/v1/audio-analysis/1FzQj7p44P22hpuyjKFlkU,174409,4,3
146,146,Molchat Doma,Танцевать,61,"['belarusian indie', 'russian post-punk', 'sovietwave']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.5337078651685394,0.8030656786113085,7,-4.494,1,0.021099965409892764,0.5230916368777152,0.8527918781725887,0.06366713989297806,0.8280712722725851,0.18417971409121853,782VcXkRqyevFaJlcoIIEz,spotify:track:782VcXkRqyevFaJlcoIIEz,https://api.spotify.com/v1/tracks/782VcXkRqyevFaJlcoIIEz,https://api.spotify.com/v1/audio-analysis/782VcXkRqyevFaJlcoIIEz,202846,4,3
170,170,Quercia,Capolinea,16,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",17,0.05955056179775281,0.9370622271850574,3,-4.99,0,0.15427187824282257,0.00045930793447905593,0.6893401015228426,0.0484874959047723,0.0997186620819006,0.8304084411164057,06xxxN6HcEwF1hRGMxDCNC,spotify:track:06xxxN6HcEwF1hRGMxDCNC,https://api.spotify.com/v1/tracks/06xxxN6HcEwF1hRGMxDCNC,https://api.spotify.com/v1/audio-analysis/06xxxN6HcEwF1hRGMxDCNC,218667,4,3
175,175,Sonic Youth,Stereo Sanctity,30,"['alternative rock', 'art rock', 'indie rock', 'noise pop', 'noise rock', 'post-punk', 'rock']",𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.0943820224719101,0.9390924779210233,7,-10.328,0,0.08682116914562435,0.14156494637988748,0.6192893401015228,0.8198099814349679,0.1872460143794936,0.8045200816882234,06iHk4N4gngQ747CaZYMyZ,spotify:track:06iHk4N4gngQ747CaZYMyZ,https://api.spotify.com/v1/tracks/06iHk4N4gngQ747CaZYMyZ,https://api.spotify.com/v1/audio-analysis/06iHk4N4gngQ747CaZYMyZ,230067,4,3
191,191,72-HOUR POST FIGHT,SUNDAY,5,['milan indie'],ｍｏｏｄｙ ｅａｒｇａｓｍ,0.2573033707865169,0.4761953101207999,9,-14.831,0,0.07540643375994466,0.1576292280850592,0.9025380710659898,0.32947471879436496,0.031676565593414606,0.4255888359428182,2CJ39QqPEwzzSHodfpHXvl,spotify:track:2CJ39QqPEwzzSHodfpHXvl,https://api.spotify.com/v1/tracks/2CJ39QqPEwzzSHodfpHXvl,https://api.spotify.com/v1/audio-analysis/2CJ39QqPEwzzSHodfpHXvl,303920,4,3
195,195,Grauzone,Der Weg Zu Zweit,34,"['minimal wave', 'neue deutsche welle']",april '22,0.6269662921348315,0.8294589381788651,9,-6.882,0,0.012625389138706325,0.013452299781143238,0.917766497461929,0.11979906082778202,0.596748984057518,0.5480803267528931,4XwZ0dYLOTCMgfCHXyloy9,spotify:track:4XwZ0dYLOTCMgfCHXyloy9,https://api.spotify.com/v1/tracks/4XwZ0dYLOTCMgfCHXyloy9,https://api.spotify.com/v1/audio-analysis/4XwZ0dYLOTCMgfCHXyloy9,203067,4,3
218,218,Sonic Youth,Schizophrenia,50,"['alternative rock', 'art rock', 'indie rock', 'noise pop', 'noise rock', 'post-punk', 'rock']",🌱,0.3258426966292135,0.6944472642371332,2,-11.461,1,0.022137668626772737,0.1907618091019758,0.8802030456852791,0.09140548214480723,0.5654892153798061,0.5223689584751532,22t3vCXfjQhIiXzGVSZNOz,spotify:track:22t3vCXfjQhIiXzGVSZNOz,https://api.spotify.com/v1/tracks/22t3vCXfjQhIiXzGVSZNOz,https://api.spotify.com/v1/audio-analysis/22t3vCXfjQhIiXzGVSZNOz,278400,4,3
219,219,Preoccupations,Bunker Buster,26,"['art pop', 'calgary indie', 'canadian indie', 'canadian post-punk', 'canadian punk', 'chamber psych', 'garage psych', 'indie punk', 'indie rock', 'modern rock', 'neo-psychedelic', 'nu gaze']",june ‘22,0.5382022471910113,0.7675362907319054,2,-7.802,1,0.04237288135593221,0.0013338072698043401,0.8842639593908629,0.1503767609479087,0.3956444722309055,0.4253982300884956,3dSULFZrJdvpX21tUdAkEg,spotify:track:3dSULFZrJdvpX21tUdAkEg,https://api.spotify.com/v1/tracks/3dSULFZrJdvpX21tUdAkEg,https://api.spotify.com/v1/audio-analysis/3dSULFZrJdvpX21tUdAkEg,355989,4,3
233,233,Queens of the Stone Age,Burn The Witch,46,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",𝔾𝔸𝕊,0.42808988764044953,0.8223530606029844,2,-4.446,1,0.11968177101349015,0.21285019644658687,0.6274111675126903,0.4463252156819919,0.3852245493383349,0.45496255956432946,1i7DbKzPcWERPNFa48NwwB,spotify:track:1i7DbKzPcWERPNFa48NwwB,https://api.spotify.com/v1/tracks/1i7DbKzPcWERPNFa48NwwB,https://api.spotify.com/v1/audio-analysis/1i7DbKzPcWERPNFa48NwwB,215320,4,3
244,244,Joy Division,Day of the Lords - 2007 Remaster,48,"['alternative rock', 'art rock', 'madchester', 'new wave', 'post-punk', 'rock', 'uk post-punk']",october '21,0.28202247191011237,0.5959801035427875,9,-8.434,1,0.014354894500172945,1.7540187586834346e-05,0.9106598984771573,0.11106257507917439,0.09763467750338647,0.4531518039482641,33yz4pZitBJaa7eXSW5Dxs,spotify:track:33yz4pZitBJaa7eXSW5Dxs,https://api.spotify.com/v1/tracks/33yz4pZitBJaa7eXSW5Dxs,https://api.spotify.com/v1/audio-analysis/33yz4pZitBJaa7eXSW5Dxs,287573,4,3
253,253,Slowdive,Sugar for the Pill,59,"['alternative rock', 'art pop', 'dream pop', 'nu gaze', 'reading indie', 'rock', 'shoegaze']",🌱,0.5258426966292136,0.5320272053598619,7,-7.682,1,0.0010377032168799732,0.20983814362686717,0.847715736040609,0.10123402861199082,0.4248202563301031,0.2729339686861811,0eVz3hV2xOXdneGpnWDFpb,spotify:track:0eVz3hV2xOXdneGpnWDFpb,https://api.spotify.com/v1/tracks/0eVz3hV2xOXdneGpnWDFpb,https://api.spotify.com/v1/audio-analysis/0eVz3hV2xOXdneGpnWDFpb,270918,4,3
255,255,Explosions In The Sky,Catastrophe and the Cure,18,"['american post-rock', 'cinematic post-rock', 'instrumental post-rock', 'melancholia', 'post-rock']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.1943820224719101,0.8416404425946604,1,-6.939,0,0.037703216879972336,0.0005978623641861618,0.8588832487309643,0.09249754286338319,0.11430655413149943,0.3885228046289993,5tSuokpFswd1TuZ8ivlE7l,spotify:track:5tSuokpFswd1TuZ8ivlE7l,https://api.spotify.com/v1/tracks/5tSuokpFswd1TuZ8ivlE7l,https://api.spotify.com/v1/audio-analysis/5tSuokpFswd1TuZ8ivlE7l,476147,3,3
263,263,CASIOPEA,Galactic Funk,39,"['japanese jazz', 'japanese jazz fusion', 'jazz fusion']",ｓｈｉｂｕｙａ,0.6112359550561798,0.8517916962744899,9,-9.902,1,0.05828433068142511,0.020078815984526564,0.9126903553299492,0.10232608933056678,0.6676044597269981,0.49044928522804626,3Y1k10FsXMXFw9H08dZlKl,spotify:track:3Y1k10FsXMXFw9H08dZlKl,https://api.spotify.com/v1/tracks/3Y1k10FsXMXFw9H08dZlKl,https://api.spotify.com/v1/audio-analysis/3Y1k10FsXMXFw9H08dZlKl,324973,4,3
265,265,BADBADNOTGOOD,Kaleidoscope,39,"['alternative hip hop', 'canadian modern jazz', 'escape room', 'indie soul']",ｔｒａｉｎ　ｏｆ　ｔｈｏｕｇｈｔ　っでカ,0.3078651685393259,0.8304740635468479,7,-5.566,0,0.14389484607402284,0.06746844701478306,0.9106598984771573,0.0946816643005351,0.19558195269355005,0.8346970728386658,7dndtqc3GFAVCuzwccRXgv,spotify:track:7dndtqc3GFAVCuzwccRXgv,https://api.spotify.com/v1/tracks/7dndtqc3GFAVCuzwccRXgv,https://api.spotify.com/v1/audio-analysis/7dndtqc3GFAVCuzwccRXgv,426114,4,3
266,266,DAF,Der Mussolini,38,"['dusseldorf electronic', 'ebm', 'experimental', 'industrial', 'neue deutsche welle']",EᒪEᑕTᖇOᑎIᑕ ᖴᑌᑎᖴᗩIᖇ,0.597752808988764,0.8203228098670186,6,-5.951,1,0.012106537530266345,0.051203361788296715,0.9106598984771573,0.142732335917877,0.6405126602063145,0.6733424098025869,6O2DsXw8EdbDKmAfxHBCKs,spotify:track:6O2DsXw8EdbDKmAfxHBCKs,https://api.spotify.com/v1/tracks/6O2DsXw8EdbDKmAfxHBCKs,https://api.spotify.com/v1/audio-analysis/6O2DsXw8EdbDKmAfxHBCKs,234600,4,3
271,271,Radiohead,If You Say the Word,46,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",september '21,0.5415730337078652,0.5228910770480154,5,-8.17,0,0.0076098235904531256,0.09106286076925399,0.6852791878172589,0.09795784645626296,0.42169427946233196,0.3562627637848877,3pmSHIHtJC289ImufO7uor,spotify:track:3pmSHIHtJC289ImufO7uor,https://api.spotify.com/v1/tracks/3pmSHIHtJC289ImufO7uor,https://api.spotify.com/v1/audio-analysis/3pmSHIHtJC289ImufO7uor,260733,4,3
276,276,Beach Fossils,Sleep Apnea,62,"['brooklyn indie', 'chillwave', 'dream pop', 'dreamo', 'indie garage rock', 'indie rock', 'indie surf', 'popgaze', 'shoegaze']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.5471910112359551,0.683280885189321,2,-10.624,1,0.0048426150121065326,0.1455810168061804,0.8720812182741116,0.12853554657638966,0.491507762842555,0.1502654867256637,6XyjwF7CAwuEaW77noJr6I,spotify:track:6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/tracks/6XyjwF7CAwuEaW77noJr6I,https://api.spotify.com/v1/audio-analysis/6XyjwF7CAwuEaW77noJr6I,146293,4,3
281,281,Black Flag,Damaged II,29,"['alternative rock', 'california hardcore', 'hardcore punk', 'punk']",𝔾𝔸𝕊,0.22584269662921352,0.925895848137245,0,-14.037,1,0.10861293670010377,0.21285019644658687,0.9908629441624365,0.40591896909468167,0.054912993643847025,0.2706603131381892,0i9X1t8nwt92FjOlaUsaBF,spotify:track:0i9X1t8nwt92FjOlaUsaBF,https://api.spotify.com/v1/tracks/0i9X1t8nwt92FjOlaUsaBF,https://api.spotify.com/v1/audio-analysis/0i9X1t8nwt92FjOlaUsaBF,203040,4,3
286,286,Gomma,Balordi,14,"['italian alternative', 'italian emo', 'italian indie pop']",D҉E҉S҉P҉A҉I҉R҉,0.2955056179775281,0.9380773525530404,1,-4.845,1,0.04617779315115878,3.089362175425831e-05,0.3502538071065989,0.14600851807360488,0.1330624153381265,0.4221170864533697,7nPDzMk7XFio78Og9lYEIL,spotify:track:7nPDzMk7XFio78Og9lYEIL,https://api.spotify.com/v1/tracks/7nPDzMk7XFio78Og9lYEIL,https://api.spotify.com/v1/audio-analysis/7nPDzMk7XFio78Og9lYEIL,163320,4,3
298,298,"Slaughter Beach, Dog",104 Degrees,53,"['alternative emo', 'anti-folk', 'bubblegrunge', 'emo', 'indie pop', 'indie rock', 'lo-fi emo', 'small room']",july '22,0.5235955056179776,0.7137346462288092,7,-8.447,1,0.02058111380145279,0.0077093190715443564,0.8730964467005076,0.44741727640056783,0.4602479941648432,0.3883730428863172,3Zj3UZgeP5fKJV9iO6mt6d,spotify:track:3Zj3UZgeP5fKJV9iO6mt6d,https://api.spotify.com/v1/tracks/3Zj3UZgeP5fKJV9iO6mt6d,https://api.spotify.com/v1/audio-analysis/3Zj3UZgeP5fKJV9iO6mt6d,159315,4,3
314,314,Jaco Pastorius,(Used To Be A) Cha-Cha,13,"['electric bass', 'jazz', 'jazz funk', 'jazz fusion']",ｍｏｏｄｙ ｅａｒｇａｓｍ,0.44719101123595517,0.7299766521165364,2,-10.948,1,0.025423728813559317,0.13654485834702135,0.7573604060913705,0.07000109206071858,0.5227675315202667,0.5320422055820284,4dOl3xH1KM99NPQUYHCa6U,spotify:track:4dOl3xH1KM99NPQUYHCa6U,https://api.spotify.com/v1/tracks/4dOl3xH1KM99NPQUYHCa6U,https://api.spotify.com/v1/audio-analysis/4dOl3xH1KM99NPQUYHCa6U,414227,4,3
315,315,Depresión Sonora,Dónde Están mis Amigos,41,['spanish post-punk'],🌱,0.49775280898876406,0.9198050959293473,9,-5.375,1,0.07817364233829127,0.3142559747104832,0.7796954314720812,0.11433875723490225,0.7749296655204752,0.8036215112321308,0IxLVH7A2w7AJV4sD4iSXE,spotify:track:0IxLVH7A2w7AJV4sD4iSXE,https://api.spotify.com/v1/tracks/0IxLVH7A2w7AJV4sD4iSXE,https://api.spotify.com/v1/audio-analysis/0IxLVH7A2w7AJV4sD4iSXE,217147,4,3
318,318,MGMT,4th Dimensional Transition,41,"['alternative dance', 'indietronica', 'modern rock', 'rock']",mancu i cani,0.35393258426966295,0.9411227286569891,9,-4.684,1,0.175025942580422,0.04216720332913765,0.9319796954314721,0.165665611007972,0.3289569657184537,0.6946630360789654,5qdCsd05UUdtAsAtET9gxV,spotify:track:5qdCsd05UUdtAsAtET9gxV,https://api.spotify.com/v1/tracks/5qdCsd05UUdtAsAtET9gxV,https://api.spotify.com/v1/audio-analysis/5qdCsd05UUdtAsAtET9gxV,238013,4,3
