index,Unnamed: 0,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
40,40,Verdena,Valvonauta,43,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.3865168539325843,0.9451832301289209,8,-6.991,1,0.037703216879972336,2.3664694986931054e-05,0.0032385786802030456,0.20388773615813036,0.6832343440658539,0.5145609257998638,0GMnES4HiZpPOAham6DiH9,spotify:track:0GMnES4HiZpPOAham6DiH9,https://api.spotify.com/v1/tracks/0GMnES4HiZpPOAham6DiH9,https://api.spotify.com/v1/audio-analysis/0GMnES4HiZpPOAham6DiH9,262773,4,1
42,42,The Cure,Friday I'm In Love,76,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",just another boring week,0.5168539325842697,0.7624606638919906,0,-12.663,0,0.01781390522310619,0.001263526037344214,6.852791878172589e-05,0.3698809653816752,0.5154735854954673,0.5328863172226004,4QlzkaRHtU8gAdwqjWmO8n,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/tracks/4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/audio-analysis/4QlzkaRHtU8gAdwqjWmO8n,215160,4,1
44,44,Thegiornalisti,Senza,35,"['italian adult pop', 'italian indie pop', 'italian pop', 'rome indie']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.5449438202247192,0.849761445538524,0,-4.707,1,0.031131096506399163,0.0020165392422741373,0.0,0.16129736813366824,0.3081171199333125,0.37510551395507147,1eAZH4LTThdnreJGX6DNd6,spotify:track:1eAZH4LTThdnreJGX6DNd6,https://api.spotify.com/v1/tracks/1eAZH4LTThdnreJGX6DNd6,https://api.spotify.com/v1/audio-analysis/1eAZH4LTThdnreJGX6DNd6,203951,4,1
45,45,David Bowie,Let's Dance - 2018 Remaster,69,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",disco sadness,0.6606741573033709,0.7421581565323317,10,-7.44,0,0.06347284676582499,0.01254868393522733,0.02761421319796954,0.14491645735502892,0.6384286756278004,0.3874880871341048,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4,1
48,48,Green Day,One Of My Lies,28,"['permanent wave', 'punk']",bassbassbassbassbass,0.30337078651685395,0.9786823672723581,1,-4.06,1,0.15427187824282257,0.028311760358427057,2.5888324873096446e-05,0.6243311128098722,0.7895175575700739,0.2518788291354663,75GU5mkJo4OY2YjGykJCoU,spotify:track:75GU5mkJo4OY2YjGykJCoU,https://api.spotify.com/v1/tracks/75GU5mkJo4OY2YjGykJCoU,https://api.spotify.com/v1/audio-analysis/75GU5mkJo4OY2YjGykJCoU,139413,4,1
49,49,The Wonder Years,Woke Up Older,36,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",august '22,0.4179775280898877,0.9573647345447163,4,-5.13,1,0.15254237288135594,0.0012836063894756786,0.0,0.1875068253794911,0.2945712201729707,0.2585976855003404,7BKZBCqV6eAyT0wVQvWWrC,spotify:track:7BKZBCqV6eAyT0wVQvWWrC,https://api.spotify.com/v1/tracks/7BKZBCqV6eAyT0wVQvWWrC,https://api.spotify.com/v1/audio-analysis/7BKZBCqV6eAyT0wVQvWWrC,213664,4,1
54,54,S. Kiyotaka & Omega Tribe,MIDNIGHT DOWN TOWN,43,['classic city pop'],ｓｈｉｂｕｙａ,0.7797752808988765,0.7056136432849457,7,-7.723,0,0.034417156693185756,0.29919571061188477,0.00017055837563451776,0.017582177569072842,0.9291445243305199,0.4500408441116405,5Apf3vHBoTfRBTRhrndVXO,spotify:track:5Apf3vHBoTfRBTRhrndVXO,https://api.spotify.com/v1/tracks/5Apf3vHBoTfRBTRhrndVXO,https://api.spotify.com/v1/audio-analysis/5Apf3vHBoTfRBTRhrndVXO,305733,4,1
55,55,Colapesce,Ti attraverso,36,"['indie siciliano', 'italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.6460674157303371,0.5391330829357426,2,-8.094,1,0.011068834313386372,0.020681226548470502,0.029543147208121828,0.08255979032434202,0.4456601021152443,0.4635194009530293,0bjkhNAsp7nPk731Yg83bF,spotify:track:0bjkhNAsp7nPk731Yg83bF,https://api.spotify.com/v1/tracks/0bjkhNAsp7nPk731Yg83bF,https://api.spotify.com/v1/audio-analysis/0bjkhNAsp7nPk731Yg83bF,221074,4,1
56,56,The Psychedelic Furs,Love My Way,65,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']",♥ 𝗱𝗿𝗲𝗮𝗺𝘆 ♥,0.6415730337078652,0.8507765709065069,0,-5.054,1,0.01954341058457281,0.0048880295970735775,0.00018274111675126904,0.14382439663645297,0.5217255392310096,0.46413886997957793,4dk40nfaQav6b4ZsJ9OYUo,spotify:track:4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/tracks/4dk40nfaQav6b4ZsJ9OYUo,https://api.spotify.com/v1/audio-analysis/4dk40nfaQav6b4ZsJ9OYUo,213973,4,1
57,57,Scarlxrd,Heart Attack,63,"['dark trap', 'scream rap', 'underground hip hop']",𝔾𝔸𝕊,0.5831460674157304,0.8964572124657395,11,-3.663,0,0.19405050155655484,0.050701352985010106,0.0042944162436548226,0.32729059735721305,0.1684901531728665,0.42191967324710683,7Cq27Qc3WRyQ3ddwVslpVZ,spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/tracks/7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/audio-analysis/7Cq27Qc3WRyQ3ddwVslpVZ,193567,4,1
62,62,STRFKR,Medicine,12,"['chillwave', 'indie rock', 'indietronica', 'modern rock']",mancu i cani,0.7280898876404495,0.7157648969647751,0,-5.521,1,0.013836042891732965,0.0009412363856342068,0.011370558375634518,0.0,0.9103886631238929,0.4222464261402314,5dV4Z8fIRE7YiVoREqVxMF,spotify:track:5dV4Z8fIRE7YiVoREqVxMF,https://api.spotify.com/v1/tracks/5dV4Z8fIRE7YiVoREqVxMF,https://api.spotify.com/v1/audio-analysis/5dV4Z8fIRE7YiVoREqVxMF,256973,4,1
69,69,Fulminacci,Canguro,45,"['italian indie pop', 'rome indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.8932584269662922,0.6447061212059689,4,-4.913,0,0.06105153925977171,0.05190617411289799,2.0913705583756343e-05,0.3403953259801245,0.8301552568510993,0.2866848196051736,4C7bcIWiF4DXmBIWkb98Kg,spotify:track:4C7bcIWiF4DXmBIWkb98Kg,https://api.spotify.com/v1/tracks/4C7bcIWiF4DXmBIWkb98Kg,https://api.spotify.com/v1/audio-analysis/4C7bcIWiF4DXmBIWkb98Kg,204715,4,1
70,70,TTNG,"If I Sit Still, Maybe I'll Get Out of Here",40,"['alternative emo', 'british math rock', 'dreamo', 'emo', 'math rock', 'midwest emo', 'oxford indie', 'progressive post-hardcore']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.501123595505618,0.6710993807735256,1,-8.137,1,0.012625389138706325,0.03714711529627149,4.426395939086294e-06,0.07404171671944959,0.27373137438782946,0.6265350578624915,3XwFS1pF1EY0ysSSFDkIrl,spotify:track:3XwFS1pF1EY0ysSSFDkIrl,https://api.spotify.com/v1/tracks/3XwFS1pF1EY0ysSSFDkIrl,https://api.spotify.com/v1/audio-analysis/3XwFS1pF1EY0ysSSFDkIrl,362146,3,1
76,76,Miki Matsubara,Mayonaka no Door / Stay With Me,75,['classic city pop'],ｓｈｉｂｕｙａ,0.6651685393258427,0.7462186580042635,5,-6.615,1,0.03337945347630578,0.17670556260995057,8.619289340101522e-06,0.06399475810855082,0.80514744190893,0.3426480599046971,2BHj31ufdEqVK5CkYDp9mA,spotify:track:2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/tracks/2BHj31ufdEqVK5CkYDp9mA,https://api.spotify.com/v1/audio-analysis/2BHj31ufdEqVK5CkYDp9mA,312293,4,1
80,80,MGMT,Flash Delirium,46,"['alternative dance', 'indietronica', 'modern rock', 'rock']",march '22,0.5719101123595506,0.8040808039792915,9,-3.933,0,0.0671048080249049,0.08293031815601082,0.00036852791878172583,0.052200502347930534,0.3956444722309055,0.4367324710687542,5esEbMt6LHtiha7cqsGdO7,spotify:track:5esEbMt6LHtiha7cqsGdO7,https://api.spotify.com/v1/tracks/5esEbMt6LHtiha7cqsGdO7,https://api.spotify.com/v1/audio-analysis/5esEbMt6LHtiha7cqsGdO7,255907,4,1
81,81,Yuri Tanaka,プラスティック・ラブ,42,['classic city pop'],ｓｈｉｂｕｙａ,0.6730337078651686,0.8538219470104558,2,-4.868,0,0.012971290210999659,0.24397474225035704,5.6852791878172585e-06,0.13290378945069342,0.806189434198187,0.299857045609258,0EFQ6qhrA7cdFAA30kZq6o,spotify:track:0EFQ6qhrA7cdFAA30kZq6o,https://api.spotify.com/v1/tracks/0EFQ6qhrA7cdFAA30kZq6o,https://api.spotify.com/v1/audio-analysis/0EFQ6qhrA7cdFAA30kZq6o,305960,4,1
83,83,Nirvana,Aneurysm,64,"['grunge', 'permanent wave', 'rock']",𝔾𝔸𝕊,0.2606741573033708,0.8233681859709674,7,-9.793,1,0.09996540989277067,7.537160172545246e-05,7.644670050761422e-05,0.12198318226493393,0.22475773679274771,0.5287406398910823,0Pie5DFAHHxpkONFUsAI6s,spotify:track:0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/tracks/0Pie5DFAHHxpkONFUsAI6s,https://api.spotify.com/v1/audio-analysis/0Pie5DFAHHxpkONFUsAI6s,275600,4,1
88,88,Fast Animals and Slow Kids,Coperta,34,"['italian alternative', 'italian indie pop']",mancu i cani,0.3325842696629214,0.9319866003451427,2,-4.083,1,0.051193358699411974,0.013653103302457883,9.279187817258882e-05,0.5598995304138911,0.299781181619256,0.7636078965282507,0TMM4b7iMRWqIrigruGbzO,spotify:track:0TMM4b7iMRWqIrigruGbzO,https://api.spotify.com/v1/tracks/0TMM4b7iMRWqIrigruGbzO,https://api.spotify.com/v1/audio-analysis/0TMM4b7iMRWqIrigruGbzO,187787,4,1
89,89,Talking Heads,Psycho Killer - 2005 Remaster,76,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",bassbassbassbassbass,0.7359550561797753,0.5168003248401177,2,-8.123,1,0.06485645105499827,0.07108291039844669,0.005532994923857867,0.11652287867205416,0.9614462852974888,0.4437985023825732,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4,1
93,93,It Looks Sad.,Radical,39,"['alternative emo', 'charlotte nc indie', 'dreamo', 'emo', 'indie garage rock', 'midwest emo', 'north carolina emo']",mancu i cani,0.39887640449438205,0.9330017257131257,6,-5.257,1,0.06520235212729159,0.002960315792452974,0.01796954314720812,0.09577372501911105,0.35500677294988014,0.6744111640571817,4qcCLeyLY7StXyXNQASdEf,spotify:track:4qcCLeyLY7StXyXNQASdEf,https://api.spotify.com/v1/tracks/4qcCLeyLY7StXyXNQASdEf,https://api.spotify.com/v1/audio-analysis/4qcCLeyLY7StXyXNQASdEf,194480,4,1
95,95,Coma_Cose,Post Concerto,44,"['italian indie pop', 'milan indie']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.7471910112359551,0.8771698304740635,5,-3.533,1,0.027672085783465937,0.1255006646747158,0.0,0.19405918969094682,0.5852870688756902,0.21844111640571823,68R9i9vy4JajpEe0Au6SS6,spotify:track:68R9i9vy4JajpEe0Au6SS6,https://api.spotify.com/v1/tracks/68R9i9vy4JajpEe0Au6SS6,https://api.spotify.com/v1/audio-analysis/68R9i9vy4JajpEe0Au6SS6,187000,4,1
96,96,ISIDE,Delta,13,"['bergamo indie', 'italian indie pop', 'r&b italiano']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.5404494382022472,0.6903867627652014,10,-5.543,0,0.09564164648910412,0.00720731026825774,0.0,0.5020203123293655,0.5415233927268939,0.8037508509189926,4GmAbS66IeqrxfrenikOLd,spotify:track:4GmAbS66IeqrxfrenikOLd,https://api.spotify.com/v1/tracks/4GmAbS66IeqrxfrenikOLd,https://api.spotify.com/v1/audio-analysis/4GmAbS66IeqrxfrenikOLd,159648,4,1
99,99,Eminem,Kim,57,"['detroit hip hop', 'hip hop', 'rap']",𝖑𝖆𝖘𝖙 𝖜𝖔𝖗𝖉𝖘,0.5853932584269663,0.924880722769262,4,-3.05,0,0.7215496368038742,0.021685244155043734,0.0,0.5031123730479414,0.06095654892153797,0.5728454731109598,20oenBXlmwIfK0F3fQIjhM,spotify:track:20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/tracks/20oenBXlmwIfK0F3fQIjhM,https://api.spotify.com/v1/audio-analysis/20oenBXlmwIfK0F3fQIjhM,377893,4,1
106,106,The Smiths,What Difference Does It Make? - 2011 Remaster,60,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",september '21,0.3561797752808989,0.889351334889859,1,-6.503,0,0.02282947077135939,0.0004924405154959726,0.00017664974619289339,0.0301408758326963,0.3893925184953631,0.716855003403676,3rzYUfyzdZW96cHXnGn1xI,spotify:track:3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/tracks/3rzYUfyzdZW96cHXnGn1xI,https://api.spotify.com/v1/audio-analysis/3rzYUfyzdZW96cHXnGn1xI,229867,4,1
112,112,Colle Der Fomento,Il cielo su Roma,35,"['italian hip hop', 'italian underground hip hop', 'rap italiano old school']",bassbassbassbassbass,0.7831460674157305,0.8264135620749162,7,-7.349,1,0.051712210307851954,0.1907618091019758,1.4720812182741116e-06,0.08430708747406357,0.8239033031155569,0.25252552756977537,3RoqLs6Yg8BZmPQY5V3RhQ,spotify:track:3RoqLs6Yg8BZmPQY5V3RhQ,https://api.spotify.com/v1/tracks/3RoqLs6Yg8BZmPQY5V3RhQ,https://api.spotify.com/v1/audio-analysis/3RoqLs6Yg8BZmPQY5V3RhQ,288066,4,1
122,122,Kendrick Lamar,Momma,58,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",hip h໐p ¢นlt,0.6168539325842697,0.7421581565323317,1,-4.58,1,0.5209270148737462,0.2550189359226626,0.0,0.7040515452659168,0.5165155777847243,0.3675289312457454,0CjJqkWOpIUXdem5hUcxAk,spotify:track:0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/tracks/0CjJqkWOpIUXdem5hUcxAk,https://api.spotify.com/v1/audio-analysis/0CjJqkWOpIUXdem5hUcxAk,283120,5,1
126,126,Dutch Nazari,Di me i baristi,16,['italian indie pop'],𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.6887640449438204,0.8731093290021318,4,-6.012,0,0.17848495330335526,0.006404096182999156,5.1675126903553295e-05,0.06869061919842742,0.3623007189746796,0.3270115724982982,6fMXBYbGTYJ80JcHkKdILG,spotify:track:6fMXBYbGTYJ80JcHkKdILG,https://api.spotify.com/v1/tracks/6fMXBYbGTYJ80JcHkKdILG,https://api.spotify.com/v1/audio-analysis/6fMXBYbGTYJ80JcHkKdILG,158713,4,1
132,132,Buzzcocks,Everybody's Happy Nowadays - 2001 Remastered Version,47,"['alternative rock', 'madchester', 'new wave', 'post-punk', 'pub rock', 'punk']",september '21,0.5269662921348315,0.8020505532433256,7,-7.472,0,0.19578000691802147,0.0034824049478710544,6.294416243654822e-06,0.17440209675657964,0.6030009377930603,0.35852280462899927,7xUEsVEwSSXhjgBgZG57Tl,spotify:track:7xUEsVEwSSXhjgBgZG57Tl,https://api.spotify.com/v1/tracks/7xUEsVEwSSXhjgBgZG57Tl,https://api.spotify.com/v1/audio-analysis/7xUEsVEwSSXhjgBgZG57Tl,191067,4,1
133,133,Franco Battiato,Centro Di Gravità Permanente - Remastered,54,"['classic italian pop', 'experimental', 'italian adult pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.7797752808988765,0.5574053395594356,0,-10.832,1,0.010204081632653059,0.1124484357892638,6.081218274111675e-06,0.02216883258709184,0.6915702823799104,0.4983390061266167,6OzeWNA1SQgZBw5caqAIKN,spotify:track:6OzeWNA1SQgZBw5caqAIKN,https://api.spotify.com/v1/tracks/6OzeWNA1SQgZBw5caqAIKN,https://api.spotify.com/v1/audio-analysis/6OzeWNA1SQgZBw5caqAIKN,239065,4,1
135,135,Nirvana,Come As You Are,78,"['grunge', 'permanent wave', 'rock']",bassbassbassbassbass,0.4876404494382023,0.8243833113389503,4,-5.846,0,0.02594258042199931,0.0001591066701136599,0.001634517766497462,0.07786392923446545,0.5415233927268939,0.42342409802586795,2RsAajgo0g7bMCHxwH3Sk0,spotify:track:2RsAajgo0g7bMCHxwH3Sk0,https://api.spotify.com/v1/tracks/2RsAajgo0g7bMCHxwH3Sk0,https://api.spotify.com/v1/audio-analysis/2RsAajgo0g7bMCHxwH3Sk0,218920,4,1
139,139,CCCP – Fedeli Alla Linea,Mi Ami? (Remiscelata),28,"['italian alternative', 'italian indie pop', 'italian new wave', 'italian punk']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.44606741573033715,0.5350725814638108,0,-6.665,1,0.07384987893462472,0.0015346107911189861,0.0001269035532994924,0.08266899639619962,0.9499843701156612,0.2575017018379851,0w0OddfuypNBTMkqfrLvrK,spotify:track:0w0OddfuypNBTMkqfrLvrK,https://api.spotify.com/v1/tracks/0w0OddfuypNBTMkqfrLvrK,https://api.spotify.com/v1/audio-analysis/0w0OddfuypNBTMkqfrLvrK,168159,4,1
140,140,chiello,Crema di buccia,43,"['italian hip hop', 'italian indie pop']",🆁🅴🅰🅻 🆃🆁🅰🅿🅿🅸🅽',0.6202247191011236,0.8142320576591209,4,-6.363,0,0.009685230024213072,0.1154604886089835,0.0004182741116751269,0.0715299770667249,0.6769823903303116,0.47751531654186513,6J44oyXII401Xc4Nk69WVi,spotify:track:6J44oyXII401Xc4Nk69WVi,https://api.spotify.com/v1/tracks/6J44oyXII401Xc4Nk69WVi,https://api.spotify.com/v1/audio-analysis/6J44oyXII401Xc4Nk69WVi,196240,4,1
