index,Unnamed: 0,Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature
35,35,Gomma,Aprile,34,"['italian alternative', 'italian emo', 'italian indie pop']",17,0.46966292134831467,0.8913815856258248,8,-6.772,1,0.10549982704946387,0.01897439661729601,0.3928934010152284,0.0835426449710604,0.756173804313848,0.23590878148400268,2t48WArPDgZ8kZbNAqJwIj,spotify:track:2t48WArPDgZ8kZbNAqJwIj,https://api.spotify.com/v1/tracks/2t48WArPDgZ8kZbNAqJwIj,https://api.spotify.com/v1/audio-analysis/2t48WArPDgZ8kZbNAqJwIj,103205,4
36,36,The Drums,I Don't Know How To Love,61,"['brooklyn indie', 'indie rock', 'indie surf', 'modern rock']",【﻿ｍｅｌａｎｃｈｏｌｉａ】,0.38764044943820225,0.8913815856258248,11,-6.062,1,0.03424420615703908,0.06194635017863029,0.12893401015228426,0.22572895052964945,0.04959883296863603,0.7627365554799184,2YvWonOJesvP0yu9IFJY7S,spotify:track:2YvWonOJesvP0yu9IFJY7S,https://api.spotify.com/v1/tracks/2YvWonOJesvP0yu9IFJY7S,https://api.spotify.com/v1/audio-analysis/2YvWonOJesvP0yu9IFJY7S,202054,4
37,37,Marietta,"Chase, I Hardly Know Ya",31,"['alternative emo', 'diy emo', 'emo', 'midwest emo', 'philly indie']",✮,0.3471910112359551,0.5766927215511115,2,-8.845,1,0.029055690072639216,0.57429653481295,0.011675126903553299,0.10451021076771869,0.39981244138793376,0.5588223281143634,2K4h2jMvqQ8VEKPP7F7MWg,spotify:track:2K4h2jMvqQ8VEKPP7F7MWg,https://api.spotify.com/v1/tracks/2K4h2jMvqQ8VEKPP7F7MWg,https://api.spotify.com/v1/audio-analysis/2K4h2jMvqQ8VEKPP7F7MWg,220451,4
38,38,Dsa Commando,Effetto Werther,15,['italian underground hip hop'],hip h໐p ¢นlt,0.45168539325842705,0.8944269617297737,7,-4.712,1,0.5364925631269458,0.000376978490740051,0.0,0.2006115540024025,0.529019485255809,0.7913206262763786,0sWCkV8OtChoYGvuoyNfmf,spotify:track:0sWCkV8OtChoYGvuoyNfmf,https://api.spotify.com/v1/tracks/0sWCkV8OtChoYGvuoyNfmf,https://api.spotify.com/v1/audio-analysis/0sWCkV8OtChoYGvuoyNfmf,166490,4
39,39,Fabri Fibra,Venerdì diciassette,43,"['italian hip hop', 'rap napoletano']",just another boring week,0.5573033707865169,0.7360674043244341,9,-5.989,0,0.5209270148737462,0.021886047676358378,0.0,0.4124713334061374,0.5665312076690632,0.8563716814159292,5c2Pmd63YCGb50VzaDRitD,spotify:track:5c2Pmd63YCGb50VzaDRitD,https://api.spotify.com/v1/tracks/5c2Pmd63YCGb50VzaDRitD,https://api.spotify.com/v1/audio-analysis/5c2Pmd63YCGb50VzaDRitD,215240,4
40,40,Verdena,Valvonauta,43,"['bergamo indie', 'italian alternative', 'italian indie pop']",verdena,0.3865168539325843,0.9451832301289209,8,-6.991,1,0.037703216879972336,2.3664694986931054e-05,0.0032385786802030456,0.20388773615813036,0.6832343440658539,0.5145609257998638,0GMnES4HiZpPOAham6DiH9,spotify:track:0GMnES4HiZpPOAham6DiH9,https://api.spotify.com/v1/tracks/0GMnES4HiZpPOAham6DiH9,https://api.spotify.com/v1/audio-analysis/0GMnES4HiZpPOAham6DiH9,262773,4
41,41,Quercia,Pozzanghere,15,"['italian emo', 'italian indie pop', 'italian post-hardcore', 'sardinia indie']",D҉E҉S҉P҉A҉I҉R҉,0.4067415730337079,0.9512739823368186,1,-5.563,0,0.048772051193358694,0.00017416693421225835,0.7969543147208121,0.05143605984492738,0.0525164113785558,0.18381211708645334,46ur7BPC19mxFjyfebOFSd,spotify:track:46ur7BPC19mxFjyfebOFSd,https://api.spotify.com/v1/tracks/46ur7BPC19mxFjyfebOFSd,https://api.spotify.com/v1/audio-analysis/46ur7BPC19mxFjyfebOFSd,146902,4
42,42,The Cure,Friday I'm In Love,76,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",just another boring week,0.5168539325842697,0.7624606638919906,0,-12.663,0,0.01781390522310619,0.001263526037344214,6.852791878172589e-05,0.3698809653816752,0.5154735854954673,0.5328863172226004,4QlzkaRHtU8gAdwqjWmO8n,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/tracks/4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/audio-analysis/4QlzkaRHtU8gAdwqjWmO8n,215160,4
43,43,Fast Animals and Slow Kids,Asteroide,18,"['italian alternative', 'italian indie pop']",𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.26179775280898876,0.7695665414678713,0,-3.864,1,0.025250778277412657,0.19879394995456165,0.008223350253807106,0.096865785737687,0.060227154319058035,0.5244792375765828,14xq70Ita1KiDlx1YDY60z,spotify:track:14xq70Ita1KiDlx1YDY60z,https://api.spotify.com/v1/tracks/14xq70Ita1KiDlx1YDY60z,https://api.spotify.com/v1/audio-analysis/14xq70Ita1KiDlx1YDY60z,297440,4
44,44,Thegiornalisti,Senza,35,"['italian adult pop', 'italian indie pop', 'italian pop', 'rome indie']",𝘤𝘩𝘪𝘭𝘭 𝘥𝘳𝘪𝘷𝘪𝘯',0.5449438202247192,0.849761445538524,0,-4.707,1,0.031131096506399163,0.0020165392422741373,0.0,0.16129736813366824,0.3081171199333125,0.37510551395507147,1eAZH4LTThdnreJGX6DNd6,spotify:track:1eAZH4LTThdnreJGX6DNd6,https://api.spotify.com/v1/tracks/1eAZH4LTThdnreJGX6DNd6,https://api.spotify.com/v1/audio-analysis/1eAZH4LTThdnreJGX6DNd6,203951,4
45,45,David Bowie,Let's Dance - 2018 Remaster,69,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",disco sadness,0.6606741573033709,0.7421581565323317,10,-7.44,0,0.06347284676582499,0.01254868393522733,0.02761421319796954,0.14491645735502892,0.6384286756278004,0.3874880871341048,3ix6K4wZY29bCujrSznwFZ,spotify:track:3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/tracks/3ix6K4wZY29bCujrSznwFZ,https://api.spotify.com/v1/audio-analysis/3ix6K4wZY29bCujrSznwFZ,457676,4
46,46,72-HOUR POST FIGHT,LOITER,17,['milan indie'],ｍｏｏｄｙ ｅａｒｇａｓｍ,0.6404494382022472,0.5452238351436403,5,-10.077,0,0.023694223452092704,0.4738947741556269,0.848730964467005,0.2290051326853773,0.31124309680108364,0.42234853641933284,6g3yRFyCZnbZcIcxifLUPY,spotify:track:6g3yRFyCZnbZcIcxifLUPY,https://api.spotify.com/v1/tracks/6g3yRFyCZnbZcIcxifLUPY,https://api.spotify.com/v1/audio-analysis/6g3yRFyCZnbZcIcxifLUPY,191978,4
47,47,Canova,Manzarek,48,['milan indie'],𝐢𝐥 𝐛𝐞𝐥 𝐩𝐚𝐞𝐬𝐞,0.5325842696629214,0.7847934219876155,7,-3.714,1,0.010895883777239705,0.2781113408738469,0.0,0.12307524298350989,0.5550692924872356,0.4012457454050375,1c545gcoPZglxnjHTxXBeX,spotify:track:1c545gcoPZglxnjHTxXBeX,https://api.spotify.com/v1/tracks/1c545gcoPZglxnjHTxXBeX,https://api.spotify.com/v1/audio-analysis/1c545gcoPZglxnjHTxXBeX,230717,4
48,48,Green Day,One Of My Lies,28,"['permanent wave', 'punk']",bassbassbassbassbass,0.30337078651685395,0.9786823672723581,1,-4.06,1,0.15427187824282257,0.028311760358427057,2.5888324873096446e-05,0.6243311128098722,0.7895175575700739,0.2518788291354663,75GU5mkJo4OY2YjGykJCoU,spotify:track:75GU5mkJo4OY2YjGykJCoU,https://api.spotify.com/v1/tracks/75GU5mkJo4OY2YjGykJCoU,https://api.spotify.com/v1/audio-analysis/75GU5mkJo4OY2YjGykJCoU,139413,4
49,49,The Wonder Years,Woke Up Older,36,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",august '22,0.4179775280898877,0.9573647345447163,4,-5.13,1,0.15254237288135594,0.0012836063894756786,0.0,0.1875068253794911,0.2945712201729707,0.2585976855003404,7BKZBCqV6eAyT0wVQvWWrC,spotify:track:7BKZBCqV6eAyT0wVQvWWrC,https://api.spotify.com/v1/tracks/7BKZBCqV6eAyT0wVQvWWrC,https://api.spotify.com/v1/audio-analysis/7BKZBCqV6eAyT0wVQvWWrC,213664,4
50,50,Mecna,Superman,32,"['italian hip hop', 'italian indie pop', 'r&b italiano']",september '22,0.48089887640449436,0.41731803877778906,4,-8.049,0,0.038395019024558975,0.8373491477351365,0.0,0.10341815004914273,0.3852245493383349,0.44729748127978214,5unDcADEgwE5ppbXKH8dE3,spotify:track:5unDcADEgwE5ppbXKH8dE3,https://api.spotify.com/v1/tracks/5unDcADEgwE5ppbXKH8dE3,https://api.spotify.com/v1/audio-analysis/5unDcADEgwE5ppbXKH8dE3,107280,4
